key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
41,"Plumed Oak Macuahuitl",1,"",1,"",1,"Jerked Beef",3,"",1,"",1,"",1,"",1,"",1,"Mythril-plated Jackboots",1,"Mythril Barbut",1,"Mythril Vambraces",1,"Peisteskin Subligar",1,"Boarskin Culottes",1,"Boarskin Skirt",1,"Horn Staff",1,"Pearl Ring",1,"Mythril Ear Cuffs",1,"Woolen Tights",1,"Linen Smock",1,"Woolen Dress Gloves",1,"Mythril Culinary Knife",1,"Mythril Mortar",1,"",1,"Raw Turquoise",10,"",1,"",1,"Sagolii Sage",10,"",1,"",1,"Dune Manta",1,"Silver Shark",1,"",1
42,"Sprouting Rosewood Radical",1,"",1,"",1,"Salt Cod Puffs",3,"",1,"",1,"Book of Mythril",1,"",1,"",1,"Mythril-plated Caligae",1,"Mythril Mesail",1,"Mythril Chain Coif",1,"Boarskin Workboots",1,"Raptorskin Targe",1,"",1,"Mythril Circlet (Spinel)",1,"Mythril Circlet (Rubellite)",1,"Tortoiseshell Hora",1,"Linen Slops",1,"Woolen Chausses",1,"Woolen Gown",1,"Mythril Pliers",1,"Cobalt Knuckles",1,"Mythril Round Knife",1,"Electrum Sand",10,"",1,"",1,"Mirror Apple",10,"Black Scorpion",10,"",1,"Loyal Pleco",1,"Thunderbolt Sculpin",1,"",1
43,"Garnet Grinding Wheel",1,"Rosewood Fishing Rod",1,"",1,"Fish Soup",3,"",1,"",1,"Mega-Potion",3,"",1,"",1,"Mythril Mitt Gauntlets",1,"Cobalt Skillet",1,"High Mythril Flanchard",1,"Boarskin Jerkin",1,"Raptorskin Choker",1,"Boarskin Ringbands of Gales",1,"Thousand Needle",1,"Water Brand",1,"Electrum Earrings",1,"Woolen Halfgloves",1,"Woolen Trousers",1,"Felt Coif",1,"Cobalt Shamshir",1,"Cobalt Hatchet",1,"Cobalt Dolabra",1,"Electrum Ore",10,"",1,"",1,"Rolanberry",10,"",1,"",1,"Fall Jumper",1,"Knifefish",1,"Wahoo",1
44,"Cobalt Halberd",1,"Jade Crook",1,"",1,"Button Mushroom Saute",3,"Dzemael Gratin",3,"",1,"Mega-Potion of Mind",3,"",1,"",1,"Reinforced Mythril Elmo",1,"Cobalt Scutum",1,"High Mythril Armor",1,"Fingerless Raptorskin Gloves of Gathering",1,"Raptorskin Subligar",1,"Raptorskin Smithy's Gloves",1,"Electrum Ring",1,"Cobalt Preserves",1,"Black Horn Staff",1,"Woolen Smock",1,"Felt Hat",1,"Woolen Slops",1,"Cobalt Awl",1,"Cobalt Sledgehammer",1,"Cobalt Claw Hammer",1,"Raw Amber",10,"",1,"",1,"Mistletoe",10,"",1,"",1,"Oakroot",1,"Common Sculpin",1,"",1
45,"Eagle-crested Round Shield",1,"Cobalt Cavalry Bow",1,"Rosewood Spinning Wheel",1,"Stuffed Cabbage",3,"La Noscean Toast",3,"",1,"Wand of Gales",1,"Mega-Potion of Strength",3,"Mega-Potion of Intelligence",3,"Cobalt-plated Jackboots",1,"Tortoiseshell Scale Mail",1,"Tortoiseshell Scale Fingers",1,"Raptorskin Pot Helm",1,"Raptorskin Culottes",1,"Raptorskin Workboots",1,"Red Coral Necklace",1,"Electrum Circlet (Spinel)",1,"Electrum Ring of Crafting",1,"Felt Chausses",1,"Rainmaker's Hat",1,"Felt Kecks",1,"Demilune Bhuj",1,"Cobalt File",1,"Cobalt Mortar",1,"Raw Rubellite",10,"",1,"",1,"Dart Frog",10,"",1,"",1,"Southern Pike",1,"Archerfish",1,"Cloud Jellyfish",1
46,"Yew Longbow",1,"",1,"",1,"Deviled Eggs",3,"",1,"",1,"Mega-Potion of Vitality",3,"Mega-Potion of Dexterity",3,"Gold Needle",3,"Cobalt Barbut",1,"Cobalt-plated Caligae",1,"",1,"Raptorskin Thighboots",1,"Raptorskin Brais",1,"",1,"Electrum Circlet (Rubellite)",1,"Zircon Choker",1,"",1,"Felt Beret",1,"Felt Work Gloves",1,"Felt Dress Shoes",1,"Bas-relief Cobalt Saw",1,"Electrum Head Knife",1,"Electrum Lapidary Hammer",1,"Basilisk Egg",10,"",1,"",1,"Rosewood Log",10,"",1,"",1,"Goblin Perch",1,"Agelyss Carp",1,"Pike Eel",1
47,"Cobalt Trident",1,"Basilisk Grinding Wheel",1,"",1,"Mulled Tea",3,"",1,"",1,"Potent Poisoning Potion",3,"Potent Paralyzing Potion",3,"",1,"Hells' Kitchen",1,"",1,"",1,"Hunting Moccasins",1,"Raptorskin Jerkin",1,"",1,"Amber Bracelet",1,"Spinel Bracelet",1,"Amber Ring",1,"Felt Gaskins",1,"Felt Cavalier's Hat",1,"Padded Woolen Trousers",1,"Cobalt Raising Hammer",1,"",1,"",1,"Cobalt Ore",10,"",1,"",1,"Rosewood Branch",10,"",1,"",1,"Assassin Betta",1,"Skyfish",1,"Mummer Wrasse",1
48,"Mahogany Pattens",1,"Gilded Rosewood Fishing Rod",1,"",1,"Crowned Pie",1,"",1,"",1,"Potent Sleeping Potion",3,"Embossed Book of Electrum",1,"Budding Rosewood Wand",1,"Cobalt Mitt Gauntlets",1,"",1,"",1,"Raptorskin Ring",1,"Oxblood Targe",1,"",1,"Tourmaline Choker",1,"Black Pearl Bracelet",1,"Rubellite Bracelet",1,"Felt Bliaud",1,"Felt Trousers",1,"Felt Dress Gloves",1,"Egret Dolabra",1,"Horned Hatchet",1,"",1,"",1,"",1,"",1,"Thanalan Tea Leaves",10,"",1,"",1,"Garpike",1,"Blind Manta",1,"Plaice",1
49,"Crab Bow",1,"",1,"",1,"Buttons in a Blanket",3,"",1,"",1,"Potent Blinding Potion",3,"",1,"",1,"Cobalt Mesail",1,"Cobalt Sallet",1,"Cobalt Bladed Lantern Shield",1,"Raptorskin Jacket",1,"Raptorskin Boots",1,"",1,"Spinel Ring",1,"Electrum Ear Cuffs",1,"Jade Scepter",1,"Patrician's Wedge Cap",1,"Patrician's Gloves",1,"",1,"Cobalt Winglet",1,"Cobalt Claws",1,"",1,"Adamantoise Shell",10,"",1,"",1,"Lava Toad",10,"",1,"",1,"Paglth'an Discus",1,"Boxing Pleco",1,"Rift Sailor",1
50,"Hart Guisarme",1,"",1,"",1,"Eft Steak",3,"Beef Stew",3,"Bouillabaisse",3,"Tane Mahuta",1,"",1,"",1,"Cobalt Haubergeon",1,"",1,"",1,"Raptorskin Leg Guards",1,"",1,"",1,"Ivory Staff",1,"Spinel Earrings",1,"Tourmaline Earrings",1,"Patrician's Gaiters",1,"Patrician's Coatee",1,"Patrician's Bottoms",1,"Spiked Cobalt Labrys",1,"",1,"",1,"Ogre Horn",10,"Dragon Obsidian",10,"Yellow Copper Ore",10,"Cedar Branch",10,"Cedar Log",10,"",1,"Kissing Trout",1,"Sagolii Monkfish",1,"Saucerfish",1
51,"Mythrite Trident",1,"Cedar Longbow",1,"Cedar Crook",1,"Fig Bavarois",3,"",1,"",1,"Archaeoskin Grimoire",1,"Archaeoskin Codex",1,"",1,"Mythrite Gauntlets of Fending",1,"Mythrite Sallet of Maiming",1,"Mythrite Hauberk of Maiming",1,"Archaeoskin Breeches of Maiming",1,"Archaeoskin Boots of Scouting",1,"Archaeoskin Gloves of Crafting",1,"Yeti Staff",1,"Mythrite Bangle of Aiming",1,"Mythrite Goggles of Crafting",1,"Rainbow Culottes of Striking",1,"Rainbow Coif of Scouting",1,"Rainbow Robe of Casting",1,"Mythrite War Axe",1,"Mythrite Claymore",1,"Mythrite-barreled Arquebus",1,"Mythrite Sand",10,"Raw Agate",10,"Pyrite",10,"Rainbow Cotton Boll",10,"",1,"",1,"Cloud Coral",1,"Ice Faerie",1,"Skyworm",1
52,"Mythrite Pugil Stick",1,"Holy Cedar Composite Bow",1,"Cedar Fishing Rod",1,"Baked Onion Soup",3,"Stuffed Cabbage Rolls",3,"",1,"Wyvernskin Grimoire",1,"Wyvernskin Codex",1,"Holy Cedar Wand",1,"Mythrite Alembic",1,"Frypan Caliente",1,"",1,"Archaeoskin Jackcoat of Gathering",1,"Archaeoskin Breeches of Crafting",1,"Wyvernskin Gloves of Casting",1,"Mythrite Bracelet of Fending",1,"Mythrite Needle",1,"Yeti Fang Earrings",1,"Holy Rainbow Sarouel of Fending",1,"Holy Rainbow Hat of Aiming",1,"Holy Rainbow Sarouel of Healing",1,"Mythrite Lump Hammer",1,"Mythrite Round Knife",1,"Mythrite Pickaxe",1,"Raw Tiger's Eye",10,"Yellow Quartz",10,"",1,"Mist Dill",10,"",1,"",1,"Fanged Clam",1,"Whilom Catfish",1,"Sorcerer Fish",1
53,"Astral Grinding Wheel",1,"Holy Cedar Spinning Wheel",1,"Holy Cedar Armillae",1,"Ishgardian Muffin",3,"Sauteed Porcini",3,"",1,"Grade 1 Strength Dissolvent",3,"Grade 1 Dexterity Dissolvent",3,"",1,"Mythrite Bladed Lantern Shield",1,"",1,"",1,"Wyvernskin Mane of Fending",1,"Wyvernskin Boots of Healing",1,"Wyvernskin Wristbands",1,"Obsidian Longpole",1,"Mythrite Necklace of Slaying",1,"Yeti Fang Ring of Healing",1,"Holy Rainbow Shirt of Maiming",1,"Holy Rainbow Shirt of Striking",1,"Holy Rainbow Work Gloves",1,"Mythrite Flametongue",1,"Mythrite Jamadhars",1,"Mythrite Stilettos",1,"Raw Larimar",10,"Chalcocite",10,"",1,"Highland Wheat",10,"",1,"",1,"Maiboi",1,"Seema Patrician",1,"Sky Faerie",1
54,"Titanium Lance",1,"Dark Chestnut Longbow",1,"Holy Cedar Necklace",1,"Dhalmel Gratin",3,"",1,"",1,"Grade 1 Vitality Dissolvent",3,"Grade 1 Mind Dissolvent",3,"",1,"Titanium Mask of Aiming",1,"Titanium Sallet of Maiming",1,"Hardsilver Alembic",1,"Dhalmelskin Armguards of Scouting",1,"Wyvernskin Culottes",1,"Wyvernskin Jerkin",1,"Hardsilver Staff",1,"Mormorion Ring of Fending",1,"Hardsilver Needle",1,"Ramie Halfgloves of Casting",1,"Ramie Ribbon of Fending",1,"Holy Rainbow Shoes",1,"Titanium Axe",1,"Titanium Claymore",1,"Titanium-barreled Arquebus",1,"Dravanian Spring Water",10,"Raw Mormorion",10,"Limonite",10,"Stalk of Ramie",10,"Dark Chestnut Log",10,"",1,"Ammonite",1,"Bubble Eye",1,"Kissing Fish",1
55,"Dark Chestnut Fishing Rod",1,"",1,"",1,"Hollandaise Sauce",1,"",1,"",1,"Dhalmelskin Grimoire",1,"Dhalmelskin Codex",1,"",1,"Titanium Kite Shield",1,"Titanium Mail of Fending",1,"Titanium Sabatons of Maiming",1,"Dhalmelskin Jacket of Striking",1,"Dhalmelskin Leggings of Aiming",1,"Dhalmelskin Halfgloves of Crafting",1,"Hardsilver Star Globe",1,"Hardsilver Earrings of Slaying",1,"Hardsilver Bangle of Aiming",1,"Ramie Trousers of Scouting",1,"Ramie Robe of Healing",1,"Ramie Turban of Crafting",1,"Hardsilver Saw",1,"Hardsilver Texture Hammer",1,"Titanium Hatchet",1,"Raw Star Sapphire",10,"Raw Star Ruby",10,"Green Quartz",10,"Dark Chestnut Branch",10,"Magma Beet",10,"",1,"Marble Oscar",1,"Cloud Rider",1,"Mercy Staff",1
56,"Hallowed Chestnut Composite Bow",1,"Hallowed Chestnut Mask of Healing",1,"Dark Chestnut Spinning Wheel",1,"Emerald Soup",3,"",1,"",1,"Dragonskin Grimoire",1,"Dragonskin Codex",1,"",1,"Titanium Helm of Fending",1,"Titanium Vambraces of Maiming",1,"Titanium Headgear of Scouting",1,"Dragonskin Gloves of Aiming",1,"Dragonskin Gloves of Healing",1,"Dhalmelskin Fringe Boots",1,"Opal Ring of Healing",1,"Opal Bracelet of Casting",1,"Dragon Fang Earrings",1,"Ramie Skirt",1,"Ramie Doublet of Crafting",1,"Ramie Trousers of Gathering",1,"Titanium Pliers",1,"Titanium Awl",1,"Titanium Sledgehammer",1,"Hardsilver Sand",10,"Fossilized Dragon Bone",10,"",1,"Coneflower",10,"Wind Widow",10,"",1,"Shadowhisker",1,"Gobbie Mask",1,"Blue Medusa",1
57,"Hallowed Chestnut Fishing Rod",1,"Hallowed Chestnut Ring",1,"",1,"Royal Eggs",3,"Dhalmel Fricassee",3,"",1,"Hallowed Chestnut Wand",1,"",1,"",1,"Titanium Sabatons of Fending",1,"Titanium Mail of Striking",1,"Mandragoras Frypan",1,"Dragonskin Breeches of Fending",1,"Dragonskin Breeches of Scouting",1,"Dragonskin Boots of Casting",1,"Hardsilver Planisphere",1,"Opal Choker of Fending",1,"Hardsilver Earrings of Gathering",1,"Hallowed Ramie Doublet of Aiming",1,"Hallowed Ramie Gaskins of Healing",1,"Hallowed Ramie Doublet of Casting",1,"Titanium Greatsword",1,"Titanium-barreled Snaphance",1,"Hardsilver Round Knife",1,"Raw Opal",10,"Abalathian Spring Water",10,"Light Kidney Ore",10,"Sesame Seeds",10,"Cow Bitter",10,"",1,"Orn Butterfly",1,"Cometoise",1,"Philosopher's Stone",1
58,"Adamantite Spear",1,"Birch Longbow",1,"Birch Signum",1,"Frozen Spirits",3,"Baked Pipira Pira",3,"",1,"Book of Aurum Regis",1,"Noble's Picatrix",1,"Draconian Potion of Dexterity",3,"Adamantite Gauntlets of Fending",1,"Adamantite Helm of Maiming",1,"Adamantite Sabatons of Maiming",1,"Serpentskin Armguards of Striking",1,"Serpentskin Hat of Casting",1,"Dragonskin Choker",1,"Aurum Regis Bracelet of Aiming",1,"Aurum Regis Earrings of Healing",1,"Goblin Jig",1,"Chimerical Felt Cap of Striking",1,"Chimerical Felt Gloves of Healing",1,"Chimerical Felt Klobuk of Healing",1,"Adamantite Broadsword",1,"Adamantite Bill",1,"Adamantite Knives",1,"Cloud Mica",10,"Raw Carnelian",10,"Cuprite",10,"Birch Branch",10,"Rue",10,"",1,"Letter Puffer",1,"Rudderfish",1,"Rockclimber",1
59,"Dragonscale Grinding Wheel",1,"Birch Spinning Wheel",1,"Hallowed Chestnut Necklace",1,"Liver-cheese Sandwich",3,"",1,"",1,"Draconian Potion of Vitality",3,"Draconian Potion of Intelligence",3,"Draconian Potion of Mind",3,"Adamantite Scutum",1,"Adamantite Armor of Fending",1,"Adamantite Chain Hose of Maiming",1,"Serpentskin Thighboots of Healing",1,"Serpentskin Boots of Striking",1,"Serpentskin Gloves",1,"Aurum Regis Longpole",1,"Griffin Talon Ring of Casting",1,"Citrine Choker of Slaying",1,"Chimerical Felt Cyclas of Aiming",1,"Chimerical Felt Hose of Scouting",1,"Chimerical Felt Alb of Healing",1,"Adamantite Mortar",1,"Adamantite Culinary Knife",1,"Adamantite Scythe",1,"Raw Citrine",10,"Aurum Regis Sand",10,"Tektite",10,"Coriander",10,"Dandelion",10,"Birch Sap",10,"Cobrafish",1,"Battle Galley",1,"Winged Gurnard",1
60,"Birch Composite Bow",1,"Birch Rod",1,"Birch Fishing Rod",1,"Clam Chowder",3,"Stuffed Chysahl",3,"",1,"Noble's Codex",1,"",1,"",1,"Heavy Adamantite Gauntlets of Fending",1,"Adamantite Mail of Maiming",1,"Aurum Regis Sollerets of Healing",1,"Serpentskin Brais of Scouting",1,"Serpentskin Bootlets of Casting",1,"Serpentskin Vest",1,"Bladed Steel Jig",1,"Aurum Regis Circlet of Healing",1,"Chrysolite Bracelet of Healing",1,"Chimerical Felt Tabard of Striking",1,"Chimerical Felt Hat of Casting",1,"Chimerical Felt Skirt",1,"Adamantite Knuckles",1,"Adamantite Greatsword",1,"Adamantite Dolabra",1,"Raw Chrysolite",10,"Wyrm Obsidian",10,"Eventide Jade",10,"Cloud Mushroom",10,"Gaelicatnip",10,"Periwinkle",10,"Hinterlands Perch",1,"Black Magefish",1,"Vampiric Tapestry",1
61,"High Steel Trident",1,"Beech Composite Bow",1,"Muudhorn Fishing Rod",1,"Loquat Juice",3,"Baklava",3,"",1,"Koppranickel Index",1,"Koppranickel Codex",1,"",1,"High Steel Helm of Fending",1,"High Steel Armguards of Maiming",1,"High Steel Bomb Frypan",1,"Gaganaskin Hose of Fending",1,"Gaganaskin Sandals of Scouting",1,"Gaganaskin Halfgloves",1,"Koppranickel Planisphere",1,"Triphane Choker of Fending",1,"Triphane Bracelet of Aiming",1,"Bloodhempen Chestwrap of Healing",1,"Bloodhempen Turban of Crafting",1,"Bloodhempen Trousers of Gathering",1,"High Steel Culverin",1,"High Steel Saw",1,"High Steel Cross-pein Hammer",1,"Gyr Abanian Mineral Water",10,"Stiperstone",10,"Koppranickel Sand",10,"Beech Branch",10,"Loquat",10,"Beech Log",10,"Miounnefish",1,"",1,"",1
62,"Larch Wand",1,"Stiperstone Grinding Wheel",1,"Larch Spinning Wheel",1,"Buckwheat Tea",3,"Charred Charr",3,"Kasha",3,"Gyuki Leather Grimoire",1,"Gyuki Leather Codex",1,"Potent Spiritbond Potion",3,"High Steel Scutum",1,"High Steel Barbut of Fending",1,"High Steel Barbut of Maiming",1,"Gyuki Leather Pot Helm",1,"Gyuki Leather Dress Gloves",1,"Gyuki Leather Trousers of Fending",1,"Koppranickel Bracelet of Slaying",1,"Muudhorn Ring of Fending",1,"Muudhorn Ring of Casting",1,"Ruby Cotton Bandana of Scouting",1,"Ruby Cotton Fingerless Gloves of Casting",1,"Ruby Cotton Hat of Casting",1,"High Steel Pliers",1,"High Steel Mortar",1,"High Steel Scythe",1,"Raw Kyanite",10,"Slate",10,"",1,"Buckwheat Kernels",10,"Mountain Popoto",10,"Gem Algae",10,"Ruby Coral",1,"",1,"",1
63,"Larch Earrings",1,"Larch Necklace",1,"Larch Ring",1,"Popoto Soba",3,"Grilled Turban",3,"",1,"Grade 1 Reisui of Dexterity",3,"Grade 1 Reisui of Vitality",3,"Grade 1 Reisui of Mind",3,"High Steel Mail of Fending",1,"High Steel Gauntlets of Fending",1,"High Steel Sollerets of Maiming",1,"Gyuki Leather Highboots of Scouting",1,"Gyuki Leather Jacket",1,"Gyuki Leather Choker",1,"Koppranickel Pole",1,"Koppranickel Rapier",1,"Koppranickel Earrings of Aiming",1,"Ruby Cotton Sarouel",1,"Ruby Cotton Chasuble",1,"Ruby Cotton Cap",1,"Folded High Steel Greatsword",1,"High Steel-barreled Snaphance",1,"High Steel Uchigatana",1,"Koppranickel Ore",10,"Diatomite",10,"",1,"Larch Log",10,"Holy Basil",10,"Ruby Cotton Boll",10,"Gliding Fish",1,"Brindlebass",4,"",1
64,"Doman Iron Lance",1,"Pine Composite Bow",1,"Pine Cane",1,"Crab Croquette",3,"Miso Soup with Tofu",3,"",1,"Competent Craftsman's Tea",3,"Beetle Glue",1,"",1,"Doman Iron Greaves of Fending",1,"Doman Iron Gauntlets of Maiming",1,"Doman Iron Gauntlets of Fending",1,"Tigerskin Gloves of Scouting",1,"Tigerskin Gloves of Aiming",1,"Tigerskin Armguards of Casting",1,"Star Spinel Bracelet of Slaying",1,"Star Spinel Bracelet of Aiming",1,"Star Spinel Ring of Healing",1,"Kudzu Longkilt of Maiming",1,"Kudzu Hat of Healing",1,"Kudzu Hat of Casting",1,"Doman Iron Longsword",1,"Doman Iron Raising Hammer",1,"Doman Iron Pickaxe",1,"Crescent Spring Water",10,"",1,"",1,"Pine Resin",10,"Sugar Beet",10,"Ama Nori",10,"Yanxian Koi",1,"Hermit Goby",4,"",1
65,"Pine Fishing Rod",1,"Slate Grinding Wheel",1,"Pine Spinning Wheel",1,"Shorlog",3,"Sweet and Sour Frogs' Legs",3,"Gameni",3,"Tigerskin Grimoire",1,"Tigerskin Codex",1,"Commanding Craftsman's Tea",3,"Doman Iron Kite Shield",1,"Tigerskin Coat of Fending",1,"Doman Iron Alembic",1,"Tigerskin Tricorne of Scouting",1,"Tigerskin Jackboots of Healing",1,"Tigerskin Fingerless Gloves of Gathering",1,"Durium Astrometer",1,"Durium Hairpin of Fending",1,"Star Spinel Earrings of Fending",1,"Kudzu Trousers of Striking",1,"Kudzu Culottes of Crafting",1,"Kudzu Coat of Gathering",1,"Doman Iron Daggers",1,"Doman Iron Claw Hammer",1,"Doman Iron Culinary Knife",1,"Doman Iron Ore",10,"",1,"",1,"Shiitake Mushroom",10,"Kudzu Root",10,"Cumin Seeds",10,"Sun Bass",1,"Red-eyed Lates",4,"",1
66,"Persimmon Bow",1,"Persimmon Cane",1,"Gazelle Horn Fishing Rod",1,"Tempura Platter",3,"Steppe Salad",3,"Warrior's Stew",3,"Growth Formula Theta",1,"",1,"",1,"Doman Steel Gauntlets of Maiming",1,"Doman Steel Greaves of Striking",1,"Doman Steel Gauntlets of Scouting",1,"Marid Leather Boots of Healing",1,"Marid Leather Hood of Striking",1,"Marid Leather Gloves of Casting",1,"Azurite Bracelet of Healing",1,"Azurite Ring of Aiming",1,"Gazelle Horn Needle",1,"Serge Hat of Aiming",1,"Serge Hat of Healing",1,"Serge Hat of Casting",1,"Doman Steel Battleaxe",1,"Doman Steel Round Knife",1,"Plumed Doman Steel Pickaxe",1,"Durium Sand",10,"",1,"",1,"Persimmon Leaf",10,"Daikon Radish",10,"Fennel",10,"Bowfish",1,"Tengu Fan",4,"",1
67,"Polished Slate Grinding Wheel",1,"Persimmon Spinning Wheel",1,"Persimmon Necklace",1,"Persimmon Pudding",3,"Egg Foo Young",3,"Fish Stew",3,"Marid Leather Grimoire",1,"Marid Leather Codex",1,"Cunning Craftsman's Tea",3,"Doman Steel Tabard of Fending",1,"Doman Steel Armet of Maiming",1,"Doman Steel Frypan Caliente",1,"Marid Leather Breeches of Fending",1,"Marid Leather Bolero of Gathering",1,"Marid Leather Earrings",1,"Star Spinel Choker of Casting",1,"Durium Rod",1,"Durium Foil",1,"Serge Gambison of Aiming",1,"Serge Hose of Casting",1,"Serge Turban of Gathering",1,"Doman Steel-barreled Musketoon",1,"Doman Steel File",1,"Doman Steel Mortar",1,"Doman Iron Sand",10,"",1,"",1,"Persimmon",10,"Persimmon Log",10,"Ruby Tide Kelp",10,"Dragonfish",1,"Dotharli Gudgeon",4,"",1
68,"Molybdenum Trident",1,"Zelkova Longbow",1,"Zelkova Cane",1,"Doman Tea",3,"Onigara-yaki",3,"Boiled Amberjack Head",3,"Gazelleskin Grimoire",1,"Gazelleskin Codex",1,"",1,"Molybdenum Headgear of Fending",1,"Molybdenum Headgear of Maiming",1,"",1,"Gazelleskin Open-toed Boots of Maiming",1,"Gazelleskin Open-toed Boots of Striking",1,"Gazelleskin Bracers of Healing",1,"Molybdenum Earring of Healing",1,"Palladium Bracelet of Fending",1,"Palladium Ring of Slaying",1,"Twinsilk Hood of Striking",1,"Twinsilk Turban of Scouting",1,"Twinsilk Hood of Healing",1,"Molybdenum Longsword",1,"Molybdenum Daggers",1,"Molybdenum Uchigatana",1,"Durium Ore",10,"",1,"",1,"Yanxian Parsley",10,"Nagxian Cudweed",10,"Chickweed",10,"Bull's Bite",1,"Tithe Collector",4,"",1
69,"Zelkova Earrings",1,"Zelkova Bracelets",1,"Zelkova Ring",1,"Chirashi-zushi",3,"Jerked Jhammel",3,"Miso Dengaku",3,"Infusion of Vitality",3,"Infusion of Mind",3,"",1,"Molybdenum Kite Shield",1,"Molybdenum Greaves of Fending",1,"Molybdenum Armguards of Scouting",1,"Gazelleskin Coat of Fending",1,"Gazelleskin Brais of Striking",1,"Gazelleskin Armguards of Casting",1,"Palladium Rod",1,"Palladium Tuck",1,"Imperial Jade Armillae of Casting",1,"Twinsilk Slops of Fending",1,"Twinsilk Robe of Aiming",1,"Twinsilk Slops of Aiming",1,"Molybdenum Lump Hammer",1,"Palladium Texture Hammer",1,"Molybdenum Hatchet",1,"Palladium Sand",10,"",1,"",1,"Doman Eggplant",10,"Twincoon",10,"",1,"Meditator",1,"Bashful Batfish",4,"",1
70,"Zelkova Fishing Rod",1,"Almandine Grinding Wheel",1,"Zelkova Spinning Wheel",1,"Steamed Grouper",3,"Stewed River Bream",3,"Jhammel Moussaka",3,"Infusion of Strength",3,"Infusion of Dexterity",3,"Infusion of Intelligence",3,"Molybdenum Alembic",1,"Molybdenum Frypan",1,"",1,"Gazelleskin Gloves of Crafting",1,"Gazelleskin Shoes",1,"Gazelleskin Ring",1,"Imperial Jade Earrings of Casting",1,"Imperial Jade Necklace of Aiming",1,"Imperial Jade Necklace of Healing",1,"Cropped Twinsilk Slops",1,"Serge Poncho",1,"Serge Work Gloves",1,"Molybdenum Pliers",1,"Molybdenum Mortar",1,"Molybdenum Sledgehammer",1,"Molybdenum Ore",10,"",1,"",1,"Zelkova Log",10,"",1,"",1,"Whitehorse",1,"Flamefish",4,"",1
71,"White Oak Earrings",1,"White Oak Bracelets",1,"White Oak Ring",1,"Purple Carrot Juice",3,"",1,"",1,"Growth Formula Iota",1,"",1,"",1,"Deepgold Gauntlets of Fending",1,"Deepgold Alembic",1,"Deepgold Mask of Scouting",1,"Smilodonskin Leggings of Maiming",1,"Smilodonskin Gloves of Scouting",1,"Smilodonskin Earrings",1,"Islewolf Ring of Aiming",1,"Islewolf Ring of Casting",1,"Islewolf Ring of Slaying",1,"Brightlinen Turban of Crafting",1,"Brightlinen Bottoms of Crafting",1,"Brightlinen Turban of Gathering",1,"Deepgold Raising Hammer",1,"Deepgold Claw Hammer",1,"Deepgold File",1,"Hard Mudstone",10,"Truegold Sand",10,"",1,"White Oak Branch",10,"Frantoio",10,"White Oak Log",10,"Asteroidea",1,"Lakelouse",4,"",1
72,"Applewood Spear",1,"Applewood Longbow",1,"",1,"Caramels",3,"",1,"",1,"Superior Spiritbond Potion",3,"",1,"",1,"Deepgold Sollerets of Maiming",1,"Deepgold Gauntlets of Maiming",1,"Deepgold Wings of Fending",1,"Gliderskin Gloves of Striking",1,"Gliderskin Boots of Aiming",1,"Gliderskin Gloves of Scouting",1,"Diaspore Ring of Fending",1,"Diaspore Ring of Healing",1,"Diaspore Ring of Casting",1,"Iridescent Hood of Maiming",1,"Iridescent Hat of Striking",1,"Iridescent Hat of Aiming",1,"Deepgold Daggers",1,"Deepgold Sword",1,"Deepgold Uchigatana",1,"Truegold Ore",10,"",1,"",1,"Blood Tomato",10,"Miracle Apple Log",10,"Garden Beet",10,"Misty Killifish",1,"Shade Gudgeon",4,"",1
73,"Applewood Cane",1,"Applewood Staff",1,"",1,"Broad Bean Salad",3,"Grilled Platinum Bream",3,"Spaghetti al Nero",3,"Grade 1 Strength Alkahest",3,"Grade 1 Intelligence Alkahest",3,"Grade 1 Vitality Alkahest",3,"Deepgold Shield",1,"Deepgold Mail of Fending",1,"Deepgold Surcoat of Maiming",1,"Gliderskin Thighboots of Fending",1,"Gliderskin Breeches of Maiming",1,"Gliderskin Gloves of Healing",1,"Stonegold Orrery",1,"Stonegold Rapier",1,"Diaspore Bracelet of Aiming",1,"Iridescent Bottoms of Aiming",1,"Iridescent Bottoms of Healing",1,"Iridescent Bottoms of Casting",1,"Deepgold Arquebus",1,"Deepgold Bayonet",1,"Deepgold Chakrams",1,"Highland Spring Water",10,"",1,"",1,"Iridescent Cocoon",10,"Upland Wheat",10,"",1,"Hornhelm",1,"Misteye",4,"",1
